,id,doc_type,restrict_type,date,grade,duration,description,injury
944,NOCO_RISI_01_Part1851,Incident Involving a Physical Restraint,"called & used physical restrant. calving corner,",Date: 10/4/2016,,Duration: 2 minutes,"sitting Positionhad his hards dr other students, burped in anotherstudents face, asked to return to his seat from the connect. Beganhitting self, test room to take break Attempted to climbEmergency Intervention(s) used: the bokkease, refused to stup, Ms. WG",10/4/2014
945,NOCO_RISI_01_Part1852,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,Handle withcare restrint,Date: 11/28/17,,Duration: 1hr,Please see a ttached.Emergency Intervention(s) used:Handle withcare restrintDuration: 1hrLife Space Interview conducted by (staff name):,Time each party checked by school nurse
946,NOCO_RISI_01_Part1853,,,,,,,
947,NOCO_RISI_01_Part1854,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,Handle with care restant,Date: 11/2010,Date: 11/2010,Duration: 40 minukes,Please see Attached:Emergency Intervention(s) used:Handle with care restantDuration: 40 minukes,Time each party checked by school nurse
948,NOCO_RISI_01_Part1855,,,,,,,
949,NOCO_RISI_01_Part1856,Incident Involving a Physical Restraint,Incident Involving a Physical Restraint,Date: 4/8/16,,Duration: 1 min,"was upset at being redirected to stap usingboogle maps during writing time He can out of classioninto room 9, flipped a desk, screamed a tried to (un awayEmergency Intervention(s used:Handle with Care Small child restraint",Time each party checked by school nurse
950,NOCO_RISI_01_Part1857,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent: 9.26-18,TCI small child,Date: 9/21/18,,Duration: N 4 mins,runner elopement.eroped from PE. Staff closed The hallway doors to preventStaff.A came increasingly frustrated and bitEmergency Intervention(s) used:,Phone and
951,NOCO_RISI_01_Part1858,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent: 12.13.17,Therapitic hug,Date: 12/12/17,Date: 12/12/17,,"running with shoes united lunged at Me and supporting teacher,tried to punch Me (Closed fist) three. times. when universifulhe tried again and I gave him a theraputic hugEmergency Intervention(s) used:Therapitic hug",Time each narty
952,NOCO_RISI_01_Part1859,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,therapeutic hold,,Oo,Duration: 4 min,,Time each party checked by school nurse
953,NOCO_RISI_01_Part186,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/29/17,Check,15 min,,
954,NOCO_RISI_01_Part1860,,,,,,,
955,NOCO_RISI_01_Part1861,Incident Involving an Emergency Intervention,Small child into a 2person hold,9.18.18,,7. min,"hallwan ivil 2 teachers guiding him. Once. in classroom he,began throwing grabbing items and throwing them.Emergency Intervention(s) used:Small child into a 2person holdDuration:",Time each party checked by school nurse
956,NOCO_RISI_01_Part1862,,,,,,,
957,NOCO_RISI_01_Part1863,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,one-person escort,Date: 8/7/18,,Duration: N3 minutes,an out of The building and was attempting tocommine running from the buildingEmergency Intervention(s) used:one-person escortDuration: N3 minutes,Time each party checked by school nurse
958,NOCO_RISI_01_Part1864,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent: 4.1.19,,4/14/19,Date:,2 min,"Got upset when Some classmates had his Pokemon cards outsideHe walked away from staff and fest of the Class. When it wastime to go insile he refused, Multiple staff tried for over 20 mins, Hedidn't verbally or physically responedEmergency Interyention(s) used:",Time each party checired hx school
959,NOCO_RISI_01_Part1865,Incident Involving an Emergency Intervention,Handle with care de-escalation and blocking Wasigrab,Date: 5/17/19,,Duration: 15 min,"came upset because the book fair was closed today.at objects and Hadding them, at staff and bring his own wm gladingHe began hitting Copen and closed hand/ and kicking staff,attentity to bite staff.Emergency Intervention(s) used:",Time each party checked by school nurse
960,NOCO_RISI_01_Part1866,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,,,,,,Parent/Guardian contacted: Yès / No
961,NOCO_RISI_01_Part1867,Incident Involving a Physical Restraint,Handie w/ care Small child,Date: 415/16,,Duration: 10 min,,Time each party checked by school nurse
962,NOCO_RISI_01_Part1868,Incident Involving a Physical Restraint,Handie w/ care small child,Date: 4/5/16,,Duration: 10 min,,Time each checkred hy school nurse
963,NOCO_RISI_01_Part1869,Incident Involving a Physical Restraint,Handle w/ care small child,Date: 3/23/16,,4 1/2 min,,Time each party checked by school nurse
964,NOCO_RISI_01_Part187,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/29/17,,30min,"walked into the classroom upset. He waskicking desks, slamming doors, climbing on furnitureand screamingwas unsafe with other studentsin",
965,NOCO_RISI_01_Part1870,Incident Involving a Physical Restraint,Handle w/ can- SM- child,Date: 3/23/16,,Duration: 3 min,,Time each party checked by school nurse
966,NOCO_RISI_01_Part1871,Incident Involving a Physical Restraint,Handle w/ care - - Sm. child,Date: 3/22/16,,Duration: 1 min,,Time each party checked bz school nurse
967,NOCO_RISI_01_Part1872,Incident Involving a Physical Restraint,Handle WI care-small child,Date: 3/30/16,,Duration: 4min.,was throwing chairs and hittingand punching teacherEmergency Intervention(s) used:Handle WI care-small childDuration: 4min.,Time each party checked by school nurse
968,NOCO_RISI_01_Part1873,Incident Involving a Physical Restraint,Handle W/ care-small child.,Date: 3/29/16,,Duration: 11 minutes,,Time each party checked by school nurse
969,NOCO_RISI_01_Part1874,Incident Involving a Physical Restraint,Handle w/ care-small child then moved into,Date: 3/29/16,,Duration: 19 minutes,Stabbed another Student in the facewith a ruler then went after teacher andother students with it.Emergency Intervention(s) used:Handle w/ care-small child then moved into,Time each
970,NOCO_RISI_01_Part1875,Incident Involving a Physical Restraint,Handle w/ Care-small child,Date: 3/24/16,,Duration: 3 min.,threw chewy tube at teacher and hitthrew bean bag at teacher-her in face.Emergency Intervention(s) used:Handle w/ Care-small child,Time each party checked by school nurse
971,NOCO_RISI_01_Part1876,Incident Involving a Physical Restraint,Handle w/ care -small child,Date: 3/24/16,,Duration: 5 min,,Time each party checked by school nurse
972,NOCO_RISI_01_Part1877,Incident Involving a Physical Restraint,"charged at teacher punching, kicking",Date: 1/5/16,,Duration: 4 minutes,"After attempting to leave the building,Emergency Intervention(s) used:charged at teacher punching, kickingwas brought to senscry room-Handle w/ care - small child",Time each narti checked by school nurse
973,NOCO_RISI_01_Part1878,Incident Involving a Physical Restraint,Incident Involving a Physical Restraint,Date: 1/15/16,,Duration: 2 minutes,"was hitting teacher aide w/ bowling pins,throwing objects at other Students andhitting Kicking teacherEmergency Intervention(s) used.Handle w/ care -small child",Time each party checked by school nurse
974,NOCO_RISI_01_Part1879,Incident Involving a Physical Restraint,charging at teacher respanching and kicking,Date: 1/14/16,,Duration: less than 1 min.,"yet tacks to scratch himself and waswas Climbing on chairs, tryingtoEmergency Intervention(s) used:charging at teacher respanching and kickingHandle wy care - small child",Time each party checked by school nurse
975,NOCO_RISI_01_Part188,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/27/17,Check,11min,"be came upset with the indoor recessmovie choice. He left the space and began kickingdesks, cursing and yelling,was benging his needon",
976,NOCO_RISI_01_Part1880,Incident Involving a Physical Restraint,Handle w/ care-small child,Date: 1/12/16,,life Space Interview conducted by (staff name):,"Chalk and chalk board erasers at teacherwas very aggressive throwing chairs,Emergency Intervention(s) used:Handle w/ care-small childDuration: I min",Time each party checked by school nurse
977,NOCO_RISI_01_Part1881,Incident Involving a Physical Restraint,Handle w care -small child restruint,Date: 1/11/16,,Duration: less than 1 min,was harming himself and became violent andaggressive toward teacher charged at teacherkicking /hitting teacher.Emergency Intervention(s) used:Handle w care -small child restruint,Time each narty checked by school nurse
978,NOCO_RISI_01_Part1882,Incident Involving an Emergency Intervention,Duration: less than one minute,"Date: September 24,2019",,Life Space Interview conducted by (staff name):,"AG became frustrated with his English work and started to hit his desk.asked him tostop typing and askedto take over, ant up from the desk and started to",Was there any apparent injury to the student(s) or district employee(s)? No
979,NOCO_RISI_01_Part1883,Copy of Incident Involving an Emergency Intervention Form sent to parent: yes,,,,,,Parent/Guardian contacted: Yes
980,NOCO_RISI_01_Part1884,Incident Involving an Emergency Intervention,Duration: less than one minute each time,"Date: September 18, 2019",,Life Space Interview conducted by (staff name,"AG became frustrated with his math work and refused to complete a math problem withHe threw his paper to the floor, then started pounding the table. This turned into himhittinghd trying to bite her several times. AG eloped from the classroom.iled him, and",
981,NOCO_RISI_01_Part1885,Copy of Incident Involving an Emergency Intervention Form sent to parent: yes,,,,,,Time each party checked by school nurse
982,NOCO_RISI_01_Part1886,Incident Involving an Emergency Intervention,,Date: 5/17/19,,Duration: 15 min,"recame upset because the book fair was closed todayat objects and staff. at staff, and biting his own wm giningHe began hitting Copen them and closed hand) and kidking staff,adverpiting Emergency to bite used:Intervention(s)",Was there any apparent injury to the student(s) or district employee(s)? Yes / No
983,NOCO_RISI_01_Part1887,Copy of Incident Involving an Emergency Intervention Form sent to parent: Date sent:,,,,,,Parent/Guardian contacted: Yès / No
984,NOCO_RISI_01_Part1888,Incident Involving a Physical Restraint,Handie w/ care Small child,Date: 4/5/16,,Duration: 10 min,"Pried attacking / stabbing teacher with scissors.Emergency Intervention(s) used:Handie w/ care Small childDuration: 10 minlife Space Interview conducted by (staff name,",Time each party checked by school nurse
985,NOCO_RISI_01_Part1889,Incident Involving a Physical Restraint,Handie w/ care small child,Date: 4/5/16,,Duration: 10 min,tried attacking / Stabbing teacher with scissors.Emergency Intervention(s) used:Handie w/ care small childDuration: 10 minlife Space Interview conducted by (staff name):,Time each party checked by school nurse
986,NOCO_RISI_01_Part189,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/27/17,Check,7 min,"was transitioning back into the classroomfrom an assembly In the hall he was kicking andlanging his head. once in the Class he banged thefurniture screaned, kicked and walked into me quietBehavior entering time out room:",
987,NOCO_RISI_01_Part1890,Incident Involving a Physical Restraint,Handle w/ care small child,Date: 3/23/16,,Duration: 4 1/2 min,threw his weighted vest at student Iteacher.Emergency Intervention(s) used:Handle w/ care small childDuration: 4 1/2 min,Time each party checked by school nurse
988,NOCO_RISI_01_Part1891,Incident Involving a Physical Restraint,Handle w/ carl-sm- child,Date: 3/23/16,,Duration: 3 min,"was running outof the room, hittingSanitizer in teachers face.teachers, tried Slapping a handful ofEmergency Intervention(s) used:Handle w/ carl-sm- child",Time each abooked hu school
989,NOCO_RISI_01_Part1892,Incident Involving a Physical Restraint,Handle w/ care - - Sm child,Date: 3/22/16,,Duration: 1 min,was shoring objects in his mouthteacher prompting.and running around the room ignoringEmergency Intervention(s) used:Handle w/ care - - Sm child,Time each party checked by school nurse
990,NOCO_RISI_01_Part1893,Incident Involving a Physical Restraint,Handle WI care-small child,Date: 3/30/16,,Duration: 4min.,was throwing chairs and hittingand punching teacherEmergency Intervention(s) used:Handle WI care-small childDuration: 4min.,Time each party checked by school nurse
991,NOCO_RISI_01_Part1894,Incident Involving a Physical Restraint,Handle W/ care-small child.,Date: 3/29/16,,Duration: 11 minutes,was trying to run out of the buildingand throwing large objects at teacher.Emergency Intervention(s) used:Handle W/ care-small child.Duration: 11 minutes,Time each
992,NOCO_RISI_01_Part1895,Incident Involving a Physical Restraint,Handle w/ care-small child then moved into,Date: 3/29/16,,Duration: 19 minutes,Stabbed another Student in the facewith a ruler then went after teacher andother students with it.Emergency Intervention(s) used:Handle w/ care-small child then moved into,Time each party checked by school nurse
993,NOCO_RISI_01_Part1896,Incident Involving a Physical Restraint,Handle w/ Care-small child,Date: 3/24/16,,Duration: 3 min,threw chewy tube at teacher and hitthrew bean bag at teacher-her in face.Emergency Intervention(s) used:Handle w/ Care-small child,Time
994,NOCO_RISI_01_Part1897,Incident Involving a Physical Restraint,Handle w/ care -small child,Date: 3/24/16,,Duration: 5 min,"threw things at a teacher and Students,tried running out of building t hit and Spit atteacherEmergency Intervention(s) used:Handle w/ care -small child",Time each party checked by school nurse
995,NOCO_RISI_01_Part1898,Incident Involving a Physical Restraint,Handle w/ care - small child,Date: 1/5/16,,4 minutes,"After attempting to leave the building,was brought to senscry room-charged at teacher punching kickingEmergency Intervention(s) used:Handle w/ care - small child",Time each parar checked hy school nurse
996,NOCO_RISI_01_Part1899,Incident Involving an Emergency Intervention,Escort (2-person),Date: 1/4/18,Date: 1/4/18,,scritching hone pitting atwas being agacrite towards arrivell kinkingEmergency Intervention(s) used:Escort (2-person)Tration: 2 min,:
997,NOCO_RISI_01_Part19,,,,,,,
998,NOCO_RISI_01_Part190,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/27/17,Check,17min.,got angry during morning group and Startedstudents cereal with milk and an adults coffee.kicking chairs and throwing things. He threw aIt went all ever the floor.Behavior entering time out room:,
