,id,doc_type,date,start_time,end_time,description,restraint_type
428,ASSS_RI_21-part-5,Physical Restraint Documentation Form,11/01/2018,Start Time: 10:45,End Time: 11:00,"was given work to do and he got upset and went toward the classroom door. Staff stopped him and he began to hit/spit staff. He also attempted to go after another student. Follwing this incident, was asked to take a",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
429,ASSS_RI_21-part-6,Physical Restraint Documentation Form,AM,Start Time: 11:00,End Time: 11:05,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
430,ASSS_RI_21-part-7,Physical Restraint Documentation Form,11/20/2018,Incident Location:,9:00 Observers:( Participants.,"When came off the bus he was agitated due to another student being too loud. He began to try to run-away from both staff members. When brought into the school, he attempted to run down the hallway and kick at objects.",Please check which TCIS physical restraint was employed:Small Chlld Restraint Standing Restraint Seated Restraint
431,ASSS_RI_21-part-8,Physical Restraint Documentation Form,11/01/2018,8:30,Classroom 8:35 Observers:,"was in the break area after being removed from Speech. He was removed from Speech for climbing under a table and hitting staff. was taken to the break area to de-escalate. He was given two choices to choose from to help him calm his body. After some time, a staff member came over to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
432,ASSS_RI_21-part-9,Physical Restraint Documentation Form,11/05/2018,9:15,End Time: 9:30,"had been having difficultles throughout the entire morning. When presented with journal, he walked to the break area to take a break. At one point he had returned to his desk to complete his work. However, he immediately went back to the break area. Once back there he began to escalate and attempt to run around the room. Staff stopped him",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
433,ASSS_RI_22-part-1,Physical Restraint Documentation Form,Incident Date: 12/05/18,Start Time: 10:45,End Time: 12:00,upon coming back from music class student was asked which of her work she wanted to get started on. This promted frustration so staff gave her a couple options and offered 1001 help. student,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
434,ASSS_RI_22-part-10,Physical Restraint Documentation Form,01/04/2019,Start Time: 12:30,End Time: 12:45,"Crisis was called for who was being unsafe in the classroom. When crisis got there, was in the back",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
435,ASSS_RI_22-part-11,Physical Restraint Documentation Form,,,,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
436,ASSS_RI_22-part-12,Physical Restraint Documentation Form,Incident Date: 1/8/19,1:30,Incident Location: Time Out Room 1:40 Observers:,did not want to participate in Yoga. He WAS not Expectation was dropped. He began standing on furniture Taken for a walk. He began falling to floor and,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
437,ASSS_RI_22-part-2,Physical Restraint Documentation Form,Incident Date: 12/12/18,End Time:,Incident Location: Room 20- 2 : 10 Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
438,ASSS_RI_22-part-3,Physical Restraint Documentation Form,Incident Date: 12/14/18,End Time:,Incident Location: Gotto 8:50,"was asked to go to a quiet area into de-escalate. became aggressive and began 19, Kicking and",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
439,ASSS_RI_22-part-4,Physical Restraint Documentation Form,12/6/18,1:45,Classroom 2 : 10 Observers:,"Snack was provided and new activity started when he dumped Attempting to deficate. He was redirected by staff to wash hands. book up and started offerred yelling, and hitting he continued and kicking behavior staff He was was escorted off A",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint K
440,ASSS_RI_22-part-5,Physical Restraint Documentation Form,12/20/18,End Time:,Incident Location: Room 20 2 : 19 Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint V
441,ASSS_RI_22-part-6,Physical Restraint Documentation Form,,,,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
442,ASSS_RI_22-part-7,Physical Restraint Documentation Form,Incident Date: 12/21/2018,Incident Location: Classroom,1:30 Observersi Participants:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
443,ASSS_RI_22-part-8,Physical Restraint Documentation Form,2:28,PM,Walkway between doors 2:32 PM,"the break area several times that day. When walking down to the bus, we were waiting in the walkway for the buses had been ""off"" all day. He was very emotional, crawling out of his skin, running around the room. He had to be to in",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
444,ASSS_RI_22-part-9,Physical Restraint Documentation Form,AM,Start Time: 10:25,End Time: 10:30,"The school day had been cut short due to a sewage back-up. This made very anxious, he was able to verbalize several times that he did not like change, but was able to keep himself under control for quite some time, until we were",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
445,ASSS_RI_23-part-10,Physical Restraint Documentation Form,02/28/2019,Start Time: 11:00,End Time: 11:06,: was running around the room flipping over chairs and screaming threats at students and teachers. The other students were removed from the room. began targeting,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
446,ASSS_RI_23-part-11,Physical Restraint Documentation Form,Incident Date: 2/15/19,Start Time: 10'5,End Time: 1045,"refused to transition from his 10 minute eayned time (he around the room gently throwing items (lunchloux, dipboard , was' playing with Legos) to snack and physical education. He paced",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
447,ASSS_RI_23-part-12,Physical Restraint Documentation Form,02/26/2019,10:45,Gym 10:55 Observers: 1,", was directed to go back to the classroom from the gym and he fell to the floor and began kicking, hitting, spitting, pinching and biting staff. Staff attempted to keep safe from hurting himself by the equipment around him. When",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
448,ASSS_RI_23-part-13,Physical Restraint Documentation Form,2/5/19,Incident Location:,1:48 Observers: i Participants:,P was showed after dilplaying sheethy digging Once clears the,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
449,ASSS_RI_23-part-14,Physical Restraint Documentation Form,Incident Date: 2/7/19,Start Time: 1:1:38,1:36 Observers: Participants: \,"wa being injate in the clonoon, standing and jumping an furniture This hindred his peers includity to successfully learn",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
450,ASSS_RI_23-part-2,Physical Restraint Documentation Form,Incident Date: 12/19/18,Start Time: 10:55,End Time: 11:20,from music she was directed to get back to her morning work. student stated she needed a little time and was given it. She then went to work avoidance behaviors with another student. They,Please check which TCIS physical restraint was employed:modified ( Small Child Restraint Standing Restraint
451,ASSS_RI_23-part-3,Physical Restraint Documentation Form,10:25,AM,End Time: 10:31,"was taking a break in the Zen Den. When the 3 minutes was up he did not want to transition back to the classroom. He started swearing at me and running around the Zen Den in circles. He left the Zen Den and was brought be back to the classroom. He was trying to bite and scratch me. The break room was not available, so he needed to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
452,ASSS_RI_23-part-4,Physical Restraint Documentation Form,Incident Date: 1/9/19,1:48,Time Out Room 2:07 Observers:,:- was taking a break from classroom activity. While on break he began threatening defication.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
