,id,doc_type,date,start_time,end_time,description,student_id
1241,ASSS_SI_33_Part37,Time Out Room Log,Date: 11/14/18,Time entered: 8:20AM,Time exited: 8:35AM,CLASS ANother student ENTERED Building whom he hAs A problem withpermission-went to CAFETERA to get Juice-upon - Returning toand he Applocathed student Attenthing to Engage ON: A Fight.,
1242,ASSS_SI_33_Part38,Time Out Room Log,Date: 11/8/18,Time entered: ID:25,Staff person supervising student during time out,began point for not and following directions (continuing to talk). Heuphis,
1243,ASSS_SI_33_Part39,Time Out Room Log,Date: 11/28/18,Time entered: 12:10,12:30,,
1244,ASSS_SI_33_Part4,Time Out Room Log,Date: 10/2/18,Time entered: 9:30,Time exited: 9:50,Entered school aggitated. Wanted to go to parking lot to go incars.Behavior during time out:,
1245,ASSS_SI_33_Part40,Time Out Room Log,Date: 11/5/18,Time entered: 940,1130,returned do the property. he began throwing rocks he hadpicked up from the road hitting staff.Behavior during time out:,
1246,ASSS_SI_33_Part41,Time Out Room Log,Date: 11/28/18,Time entered: 1240,Time exited: 1:10,"told her"" you SUCH at math "".she became disaspective to nime 3 threwmarker Oct him. she went to take to",
1247,ASSS_SI_33_Part42,Time Out Room Log,11/15/18,Time entered: 8:10AM,Time exited: 9:50AM,HAD to Be Blocked by STAFF and assisted T.O. ROOMBehavior during time out:Behavior upon exiting:,
1248,ASSS_SI_33_Part43,Time Out Room Log,Date: 11/26/18,Time entered: 8:50AM,Time exited: 9:50AM,"student WAS At SOCIAL workthreatening-when Asked to Return to Room student approachedanother Student Pulled a bag of 11 ""WEED out of",
1249,ASSS_SI_33_Part5,Time Out Room Log,Date: 10/12/18,Time entered: 9:30,Time exited: 9:50,"Was working during ELA and began crying for MommyAsked if wanting to take a walk, began crying , yellingpinching and throwing objects",
1250,ASSS_SI_33_Part6,Time Out Room Log,Date: 10/24/18,Time entered: 11:15,12:30,"Escalated , wanting to Leave SchoolBehavior during time out:Behavior upon exiting:",
1251,ASSS_SI_33_Part7,Time Out Room Log,Date: 10/25/18,Time exited:,Date: 10/25/18,,
1252,ASSS_SI_33_Part8,Time Out Room Log,Date: 10/31/18,Time exited:,10:42,,
1253,ASSS_SI_33_Part9,Time Out Room Log,Time entered:,Time exited:,10/4/18,in hall to calm- walked to t.o.disrupting classroom environmentBehavior during time out:,
1254,ASSS_SI_34_Part1,Time Out Room Log,Date: 11/28/18,Time entered: 12110,Staff person supervising student during time out,students were arguinggot up and beganhitting,
1255,ASSS_SI_34_Part10,Time Out Room Log,11/28/18,9130 AM,Time exited: 9:45,,
1256,ASSS_SI_34_Part12,Time Out Room Log,Time entered:,Time exited:,12/03/2018,"got off his bus, upset. hit staff and tried to run away.Behavior during time out:Behavior upon exiting:",
1257,ASSS_SI_34_Part13,Time Out Room Log,Time entered:,Time exited:,12/19/2018,escalated when it was time to leave the art room.wanted to bringbear that,
1258,ASSS_SI_34_Part14,Time Out Room Log,Time entered:,Time exited:,12/19/2018,"vas angry that I made use a smaller ball in the Sensory Room. I told to leave the Sensory Room. said, Iwasangry that we always treat like a baby. began raising voice and throwing materials, including fglasses. Aftertwas finished throwing things, feloped from the room. twas helped into time out by nd I.",
1259,ASSS_SI_34_Part15,Time Out Room Log,Date: 12/3/18,Time exited:,8:34,"fligged 2 desks stool, Kicking staffBehavior during time out:Behavior upon exiting:",
1260,ASSS_SI_34_Part16,Time Out Room Log,Date: 12-3-18,12:00pm,Time exited: 12: 14 pin,swearing and throwing I terms across the Art roomwas angry I SOstarted,
1261,ASSS_SI_34_Part17,Time Out Room Log,Date: 10/13/18,Time entered: 9:14,Time exited: 9:29,staff picked items up. Ran through halls away from sta ffstudent was throwing itemsinVan from room when,
1262,ASSS_SI_34_Part18,Time Out Room Log,Date: 12/18/18,,Time exited: 9:45a,student walked out of the AWLBehavior during time out:Behavior upon exiting:,
1263,ASSS_SI_34_Part19,Time Out Room Log,Date: 12/10/18,1250pm,155pm,"Process, Running around Room, Tunsing an Top of Desks, swellowingand WAS tAKeN to T.O. TO CALMselfs",
1264,ASSS_SI_34_Part2,Time Out Room Log,11/26/18,12:45,12:50,"was sweaving at another studentwhen told to go back to desk,made a fist and",
1265,ASSS_SI_34_Part20,Time Out Room Log,Date: 12/14/18,Time exited;,,,
1266,ASSS_SI_34_Part21,Time Out Room Log,Date: 12/4/18,1:05,Time exited: 1:45,,
1267,ASSS_SI_34_Part22,Time Out Room Log,Date: 12/20/18,1:00,Time exited: 1:40,attempted to punchstaffBehavior during time out:,
1268,ASSS_SI_34_Part23,Time Out Room Log,Date: 12/13/18,Time entered: 11:15,Staff person supervising student during time out,,
1269,ASSS_SI_34_Part24,Time Out Room Log,Date: 12/20/18,Time entered: 11:50 AM,Staff person supervising student during time ou,,
1270,ASSS_SI_34_Part25,Time Out Room Log,Date: 12/14/18,Time entered: 9:27,Time exited: 9 40,Pushing and running from staff. Yelling in hall.Behavior during time out:Behavior upon exiting:,
1271,ASSS_SI_34_Part26,Time Out Room Log,12/3,105,Date:,,
1272,ASSS_SI_34_Part27,Time Out Room Log,Date: 12/11/18,Time exited:,Date: 12/11/18,,
1273,ASSS_SI_34_Part28,Time Out Room Log,12/13/18,Time entered: 9:45,9:52,,
1274,ASSS_SI_34_Part29,Time Out Room Log,Date: 12/14/18,Time entered: 10:50,11:05,,
1275,ASSS_SI_34_Part3,Time Out Room Log,11/28/18,Time exited:,930AM,,
1276,ASSS_SI_34_Part30,Time Out Room Log,Date: 12/10/18,Time exited:,10:30,,
1277,ASSS_SI_34_Part31,Time Out Room Log,12/10/18,1:30,Date:,,
1278,ASSS_SI_34_Part32,Time Out Room Log,Date: 12/13/18,,10:40,,
1279,ASSS_SI_34_Part33,Time Out Room Log,Date: 12/13/18,Time exited:,2.1.55m,,
1280,ASSS_SI_34_Part34,Time Out Room Log,Date: 2/13/18,Time exited:,12:30,,
1281,ASSS_SI_34_Part35,Time Out Room Log,10.35,Time exited:,Date:,,
1282,ASSS_SI_34_Part36,Time Out Room Log,Date: 12/14/18,Time entered: 10:50,11:05,,
1283,ASSS_SI_34_Part37,Time Out Room Log,Date: 12/14/18,11:35,Date: 12/14/18,,
1284,ASSS_SI_34_Part38,Time Out Room Log,Date: 12/18/18,Time entered: 10:40 AM,Time exited: 10:50AM,,
1285,ASSS_SI_34_Part39,Time Out Room Log,Date: 12/18/18,,,,
1286,ASSS_SI_34_Part4,Time Out Room Log,Date: 11/28/18,:00,1:25,,
1287,ASSS_SI_34_Part40,Time Out Room Log,Date: 12/18/18,1:15PM,,,
1288,ASSS_SI_34_Part41,Time Out Room Log,Date: 12/19/18,,Time exited: 12:25 PM,,
1289,ASSS_SI_34_Part5,Time Out Room Log,Date: 11/19/18,Time exited:,130,left the class withbook bag.Behavior during time out:,
1290,ASSS_SI_34_Part6,Time Out Room Log,Date: 11/5/18,Time entered: 12:00,Time exited: 12:25,,
1291,ASSS_SI_34_Part7,Time Out Room Log,Date: 11/28/18,Time entered: 9:26,Time exited: 9:37,,
1292,ASSS_SI_34_Part8,Time Out Room Log,Date: 11/26/18,Time exited:,9:45AM,,
1293,ASSS_SI_34_Part9,Time Out Room Log,Date: 11/18/18,Time entered: 8:20,8:35,,
1294,ASSS_SI_35_Part1,Time Out Room Log,Date: 11/19/18,Time entered: 12:45PM,Time exited: 1:00PM,,
1295,ASSS_SI_35_Part10,Time Out Room Log,Date: 12/11/18,1:30,Time exited: 1:37,Hittingend laing an students hitting staff funitureknocking furnitue ove; climbing anAttemption to dificate,
1296,ASSS_SI_35_Part11,Time Out Room Log,Date: 12/4/18,Time entered: 8:55,Time exited: 9:7L,,
1297,ASSS_SI_35_Part12,Time Out Room Log,Date: 12/3/18,Time exited:,Date: 12/3/18,,
1298,ASSS_SI_35_Part13,Time Out Room Log,Date: 12/4/18,Time entered: 8:55,Time exited: 9:7L,,
1299,ASSS_SI_35_Part14,Time Out Room Log,Date: 12/5/18,Time exited:,Date: 12/5/18,,
1300,ASSS_SI_35_Part15,Time Out Room Log,Time entered:,Time exited:,01/17/2019,Asked to take a break and then was unsafe so staff closed the door.Behavior during time out:Behavior upon exiting:,
1301,ASSS_SI_35_Part16,Time Out Room Log,Date: 01/17/2019,12:58,1:18,,
1302,ASSS_SI_35_Part17,Time Out Room Log,Time entered: 12:38,Time entered: 12:38,PM,"d a great job cleaning up from quiet time and it was time to start social work group.said he wasn't going to do it, so 1offered",
1303,ASSS_SI_35_Part18,Time Out Room Log,,Time entered: 8:30,Staff person supervising student during time out:,"complained about ELA Reading book foragain. Refused huddlehelp page 17, wants workdoneher.",
1304,ASSS_SI_35_Part19,Time Out Room Log,Date: 1/8/19,Time entered: 8:30,Time exited: 8:40,refused to participale in for K task ThrewPupss on floor and walked out of DomintoTaroom.,
1305,ASSS_SI_35_Part2,Time Out Room Log,Date: 12/19/18,Time exited:,1:05pm,,
1306,ASSS_SI_35_Part20,Time Out Room Log,,Time entered: 1:20,Time exited: 1:35,toward other student Walked and of class. sent toBegan or g my with olter student threw aponalT.O.,
1307,ASSS_SI_35_Part21,Time Out Room Log,Time entered:,Time exited;,,,
1308,ASSS_SI_35_Part22,Time Out Room Log,Date: 1/7/19,Time entered: 8:32,Time exited: 8:44,Threatened to punch staff. Throw trash can.Behavior during time out:Behavior upon exiting:,
1309,ASSS_SI_35_Part23,Time Out Room Log,Date: 1/8/19,Time entered: 8:25,Time exited: 8:31,Changed at teacher after asked to leave class.Threatened to punch teacher in the facee.Behavior during time out:,
1310,ASSS_SI_35_Part24,Time Out Room Log,Date: 1/17/19,Time entered: 9:44,Time exited: 9:54,Ran from AWL repentedly.Behavior during time outiBehavior upon exiting:,
1311,ASSS_SI_35_Part25,Time Out Room Log,Date: 1/22/19,Time entered: 10:29,,"through building, pushing stuff.Behavior during time out:Behavior upon exiting:",
1312,ASSS_SI_35_Part26,Time Out Room Log,Date: 1/25/19,Time entered: 8:50,Time exited: 9:00,,
1313,ASSS_SI_35_Part27,Time Out Room Log,Date: 1/23/19,Time entered: 10:50,Time exited: 11:00,Punching windows throwing furnitureBehavior during time outBehavior upon exiting,
1314,ASSS_SI_35_Part28,Time Out Room Log,Date: 1/29/19,Time exited:,8.42a,,
1315,ASSS_SI_35_Part29,Time Out Room Log,Date: 1/9/19,12:18,Time exited: 12:32,,
1316,ASSS_SI_35_Part3,Time Out Room Log,Date: 12/19/18,Time exited:,1:20 pm,,
1317,ASSS_SI_35_Part30,Time Out Room Log,Time entered: 8 25,Time entered: 8 25,Time exited: 840,"disrupting refusal to follow directions, Student began slammingclassroom with inappropriate comments andobjects against window in A.W.L, room. - directed to T.O.",
1318,ASSS_SI_35_Part31,Time Out Room Log,Date: 1/8/19,,Date: 1/8/19,was being unsafe. Rocking back kittinghead on the Chour .Behavior during time out:,
1319,ASSS_SI_35_Part32,Time Out Room Log,Date: 1/7/19,Time entered: 10.05,Time exited: 1030,arguing refused to stop. refused to takeand another Deer begana breaks continued,
1320,ASSS_SI_35_Part33,Time Out Room Log,Date: 1/29/19,Time entered: 11:25,2 times.,,
1321,ASSS_SI_35_Part34,Time Out Room Log,Date: 1/8/19,Time exited:,12:30,"begins to swear,is directed to time out room and then to A.WL. Roomswearing on playground.",
1322,ASSS_SI_35_Part35,Time Out Room Log,Date: 1/23/19,Time entered: 1210,Time exited: 1230,,
1323,ASSS_SI_35_Part36,Time Out Room Log,11/15/18,Time entered: 12500040,1:20 PM,refused to complete work due to not being able touse Chromebook.crawled on Ploor out ofclass into hall.,
1324,ASSS_SI_35_Part37,Time Out Room Log,Date: 1/16/19,Time entered: 800,10:15,"refused to turn inelectronics, wonen andran from stuffBehavior during time out:",
1325,ASSS_SI_35_Part38,Time Out Room Log,Date: 1/3/19,Time entered: 950,Time exited: 11:00,,
1326,ASSS_SI_35_Part39,Time Out Room Log,,Time entered: 10:20,Time exited: 10130,"a Student knockoverthingthen threw ite MS,",
1327,ASSS_SI_35_Part4,Time Out Room Log,,,,,
1328,ASSS_SI_35_Part40,Time Out Room Log,1-31-19,"12, 05",12:35,a direction to sit inwas being rude toclassmates and was given,
1329,ASSS_SI_35_Part41,Time Out Room Log,Date: 11-31-19,Time entered: 12:05,1:20,,
1330,ASSS_SI_35_Part42,Time Out Room Log,Date: 1/4/19,Time entered: 9:37,Time exited: 9:50,Flipped chair and desk before leaving room without permissionBehavior during time out:Behavior upon exiting:,
1331,ASSS_SI_35_Part43,Time Out Room Log,Date: 1/17/19,Time entered: 8:42,Time exited: 8:52,,
1332,ASSS_SI_35_Part44,Time Out Room Log,Date: 1/23/19,Time entered: 9:55,10:00,,
1333,ASSS_SI_35_Part5,Time Out Room Log,Date: 12/20/18,Time entered: 11:15AM,Time exited: 11:30-,,
1334,ASSS_SI_35_Part6,Time Out Room Log,Date: 12/20/18,Time entered: 11:30 Am,11: 45Am,,
1335,ASSS_SI_35_Part7,Time Out Room Log,Date: 12/20/18,Time entered: 12:15,Time exited: 12:30,,
1336,ASSS_SI_35_Part8,Time Out Room Log,Date: 12/20/18,Time entered: 1:15,Time exited: 1:30 Pm,trying to lange at andhitteacher,
1337,ASSS_SI_35_Part9,Time Out Room Log,Date: 12/10/18,Time entered: 1:51,Date: 12/10/18,,
1338,ASSS_SI_36_Part1,Time Out Room Log,Date: 1/30/19,Time exited:,05,,
1339,ASSS_SI_36_Part10,Time Out Room Log,Date: 1/15/19,Time entered: 11:15Am,11:30AM,,
1340,ASSS_SI_36_Part11,Time Out Room Log,Date: 1/15/19,Time entered: 12. 30Pm,12:45PM,,
1341,ASSS_SI_36_Part12,Time Out Room Log,Date: 1/15/19,Time entered: 12:50pm,,,
1342,ASSS_SI_36_Part13,Time Out Room Log,Date: 1/17/19,Time exited:,Date: 1/17/19,,
1343,ASSS_SI_36_Part14,Time Out Room Log,Date: 1/18/19,12:00,12:20,,
1344,ASSS_SI_36_Part15,Time Out Room Log,Date: 1/29/19,1:40,150,,
1345,ASSS_SI_36_Part16,Time Out Room Log,Date: 1/28/19,11: 10,Date: 1/28/19,,
1346,ASSS_SI_36_Part17,Time Out Room Log,Date: 1/29/19,Time exited:,11:30,,
1347,ASSS_SI_36_Part18,Time Out Room Log,Date: 1/30/19,Time exited:,12:15,,
1348,ASSS_SI_36_Part19,Time Out Room Log,Date: 1/30,Time exited:,10:52,,
1349,ASSS_SI_36_Part2,Time Out Room Log,1/4/19,Time exited:,Date:,,
1350,ASSS_SI_36_Part20,Time Out Room Log,1/29/19,Time exited:,10:10,,
1351,ASSS_SI_36_Part21,Time Out Room Log,Date: 02/11/2019,1:04,1:10,A student from another room entered the room to share news with us. started acting very silly and said disrespectful things.Isaid,
1352,ASSS_SI_36_Part22,Time Out Room Log,Time entered:,12:41 PM,Time exited: 1:07 PM,"wasmad that didn't earn reward time and began to display defiant behaviors (refusing to sit in his seat, not followingdirections. etc) ended up going into the cubby area, eached over into the filing cabinet and started grabbing everything",
1353,ASSS_SI_36_Part23,Time Out Room Log,02/05/2019,Time entered: 9:45 AM,11:03 AM,"was off from the moment got off the bus today. made it through breakfast, hygiene and morning meeting with lotsofprompts and reminders.",
1354,ASSS_SI_36_Part24,Time Out Room Log,Time entered:,Time exited:,02/08/2019,"éscalated quickly in the classroom when was told it was time to make up missed work. wanted to play free time, but thework needed to be completed first. was running around the room jumping on the beanbags and disrupting the other students.Behavior during time out:",
1355,ASSS_SI_36_Part25,Time Out Room Log,Time entered:,Time exited:,02/11/2019,"was angry that he needed to complete work at free time. was crawling around on the floor and ripping up papers. At first,we were ignoring the behaviors, but then4 continued to escalate and was pushing furniture around.Behavior during time out:",
1356,ASSS_SI_36_Part26,Time Out Room Log,Time entered:,Time exited:,02/11/2019,"vas angry thatneeded to complete work at free time.was crawling around on the floor and ripping up papers. At first,",
1357,ASSS_SI_36_Part27,Time Out Room Log,Date: 02/06/2019,1:05,1:25,vas angry at another student for lying. left the room to take a breakescalated while taking a break.Behavior during time out:,
1358,ASSS_SI_36_Part28,Time Out Room Log,Date: 02/08/2019,Time exited:,11:05,"was angry that he had to go to reading withshut down, refused to work and started sobbing. 1 directedaway and",
1359,ASSS_SI_36_Part29,Time Out Room Log,Date: 02/08/2019,Time exited:,11:45,"was calmly talking with me outside of the break room. He became very upset upon learning that he would not have free timebecause he did not work in reading. I had him in the outer break room until he started hitting me,Behavior during time out:",
1360,ASSS_SI_36_Part3,Time Out Room Log,Time entered:,Time exited:,1/4/19,,
1361,ASSS_SI_36_Part30,Time Out Room Log,Time entered:,Time exited:,02/08/2019,teft the room and started running for the exit door.was stopped by staff and returned to Time Out.Behavior during time out:,
1362,ASSS_SI_36_Part31,Time Out Room Log,Date: 2/8/19,Time entered: 850,Staff person supervising student during time out:,,
1363,ASSS_SI_36_Part32,Time Out Room Log,Date: 2/1/19,Time entered: 8.55,Time exited: 9:15,,
1364,ASSS_SI_36_Part33,Time Out Room Log,Date: 2/5/19,,Time exited: 9:15 am,,
1365,ASSS_SI_36_Part34,Time Out Room Log,Date: 2/11/19,Time exited:,8:20,"Hit other student, flipped desk , would not sit atdesh, hit & kicked staffBehaviar during time out:",
1366,ASSS_SI_36_Part35,Time Out Room Log,Date: 2/11/19,Time entered: 10,,"self on floor, kicking staff andkicking over furniture.Behavior during time out:",
1367,ASSS_SI_36_Part36,Time Out Room Log,Date: 2/15/19,Time entered: 920,Time exited: 940,Asked to move away fromanother student.began to kick / hit staff.,
