,0,1,2,3,4,5,6
5665,,,fists clenched. This led to a 3 person supine. Student was released,,,,
5666,,,from the supine and eloped from campus. Staff pursued him from a,,,,
5667,,,distance until he began running in and out of traffic. At this point,,,,
5668,,,support escorted him back to school and into a calming room.,,,,
5669,2020-2021,4/28/21 11:00 AM,remained there until a guardian was free too pick him up.,Intervention: Time Out (minutes),,,
5670,,,Student was asked to leave class for bullying staff and students. While,,,,
5671,,,in the hallway student refused to enter the calming room whilst,,,,
5672,,,threatening to physically harm/kill staff. Staff ignored behavior until,,,,
5673,,,"student lunged towards staff attempting to punch, kick and bite them.",,,,
5674,,,Student was then escorted into a calming room where he continued,,,,
5675,2020-2021,5/21/21 1:10 PM,"to kick, punch, scratch and scream for several minutes.",Intervention: Physical Intervention (minutes),,,
5676,,,"ran out of the building to avoid doing her math, she was",,,,
5677,,,unsafe and aggressive towards staff so she was escorted back into the,,,,
5678,,,building and went to a calming room. She was unable to calm down or,,,,
5679,2020-2021,10/8/20 1:00 PM,get on the bus so a family member came to pick her up.,Intervention: Physical Intervention (minutes),,,
5680,,,"h ran out of the building to avoid doing her math, she was",,,,
5681,,,unsafe and aggressive towards staff so she was escorted back into the,,,,
5682,,,building and went to a calming room. She was unable to calm down or,,,,
5683,2020-2021,10/8/20 1:00 PM,get on the bus so a family member came to pick her up.,Intervention: Time Out (minutes),,,
5684,,,,ran from staff after not returning to the classroom from the,,,
5685,,,PAS room as expected. She and another student ran out of the,,,,
5686,,,,building but she came back inside but continued to be non-compliant,,,
5687,,,for about an hour. Once back in the classroom she and,began,,,
5688,,,throwing classroom items at staff and trashed the room. She was,,,,
5689,,,,escorted to a calming area but eloped and ran outside where she was,,,
5690,,,unsafe and threw a rock at a staff members car. She was escorted,,,,
5691,,,back inside but refused to get on her bus so she was in a calming,,,,
5692,2020-2021,10/20/20 12:02 PM,room until she could be picked up.,,Intervention: Time Out (minutes),,
5693,,,"was upset at another classmate, she ran from the room and was",,,,
5694,,,"aggressive towards staff in the calming area. She was hitting, kicking",,,,
5695,,,and biting staff. When she calmed down she called and spoke to,,,,
5696,2020-2021,11/3/20 12:15 PM,"Grandma, and was able to return to class.",,Intervention: Physical Intervention (minutes),,
5697,,,Physical Interven(cid:415)on - Small Child 1 person,,,,
5698,,,"was being disruptive in class, yelling at other students, banging on",,,,
5699,,,her desk and throwing food around the room. Staff asked her multiple,,,,
5700,,,"times to stop and she became aggressive, so she was escorted to time",,,,
5701,,,out to calm down.,,,,
5702,2020-2021,1/26/21 12:00 PM,Time out:,Intervention: Physical Intervention (minutes),,,
5703,,,"came to class from the PAS room, she was talking like a baby and",,,,
5704,,,non-compliant and eventually left the classroom. She was aggressive,,,,
5705,,,towards support in the hallway so she was put in time out and held,,,,
5706,2020-2021,1/27/21 9:10 AM,until she could calm.,Intervention: Physical Intervention (minutes),,,
5707,,,"came to class from the PAS room, she was talking like a baby and",,,,
5708,,,non-compliant and eventually left the classroom. She was aggressive,,,,
5709,,,towards support in the hallway so she was put in time out and held,,,,
5710,2020-2021,1/27/21 9:10 AM,until she could calm.,Intervention: Time Out (minutes),,,
5711,,,"became upset during math, she ran out of the building and into the",,,,
5712,,,"street. Once back inside she was very unsafe, destructive, and",,,,
5713,,,physically aggressive towards staff. She went to a calming room until,,,,
5714,2020-2021,2/10/21 1:00 PM,dismissal. She was in Time out from,Intervention: Time Out (minutes),,,
5715,,,"did not want to do math, she was disrespectful and threw",,,,
5716,,,"pencils at another student. She eloped from the classroom, was",,,,
5717,,,"agrressive towards staff in the hall, hitting and kicking staff. She ran",,,,
5718,,,outside the building and went to a calming room upon her return. She,,,,
5719,,,"was self injurious banging her head and scratching her face, she was",,,,
5720,2020-2021,2/22/21 12:20 PM,held until she could calm down. She was in TO from,Intervention: Physical Intervention (minutes),,,
5721,,,"did not want to do math, she was disrespectful and threw",,,,
5722,,,"pencils at another student. She eloped from the classroom, was",,,,
5723,,,"agrressive towards staff in the hall, hitting and kicking staff. She ran",,,,
5724,,,outside the building and went to a calming room upon her return. She,,,,
5725,,,"was self injurious banging her head and scratching her face, she was",,,,
5726,2020-2021,2/22/21 12:20 PM,held until she could calm down. She was in TO from,Intervention: Physical Intervention (minutes),,,
5727,,,"did not want to do math, she was disrespectful and threw",,,,
5728,,,"pencils at another student. She eloped from the classroom, was",,,,
5729,,,"agrressive towards staff in the hall, hitting and kicking staff. She ran",,,,
5730,,,outside the building and went to a calming room upon her return. She,,,,
5731,,,"was self injurious banging her head and scratching her face, she was",,,,
5732,2020-2021,2/22/21 12:20 PM,held until she could calm down. She was in TO from,Intervention: Time Out (minutes),,,
5733,,,Physical interven(cid:415)on - Escort 1:35,,,,
5734,,,Time out -,,,,
5735,,,came in refusing to talk to staff members.  She climbed under my,,,,
5736,,,"desk, staff came to check and make sure she was ok,  grabbed, hit,",,,,
5737,,,and kicked staff.  She bent staff member's finger back & twisted it.,,,,
5738,,,grabbed multiple staff members. She calmed and agreed to go to art,,,,
5739,,,"& be safe.  Once in art,  because upset, ripped all her work, threw",,,,
5740,,,"scissors and pencils and ran out of class.   calmed again, and",,,,
5741,,,"attempted PE. In PE  did not want to do warm ups, got upset,",,,,
5742,,,"kicking the doors, jumping up and down and screaming. She ran out of",,,,
5743,,,class again.  Was taken to the classroom for the remainder of the,,,,
5744,,,"period to calm down.  At break time,  was upset that she had",,,,
5745,,,"minutes to sit, she knocked over desks, threw her computer, and",,,,
5746,,,hit/kicked staff.  She was escorted to time out and finished her day in,,,,
5747,2020-2021,3/1/21 8:45 AM,the time our toom.,Intervention: Time Out (minutes),,,
5748,,,T.O -,,,,
5749,,,Restraint - Supine and Escort,,,,
5750,,,"threw pens, paper, and books, at staff and students.   threw",,,,
5751,,,"laptop on the ground multiple times & then  jumped on it, breaking",,,,
5752,,,"the laptop.   hit staff and was then escorted to T.O.  In T.O.,  hit",,,,
5753,,,"staff multiple times and was put into supine.  She was let out of hold,",,,,
5754,2020-2021,3/4/21 1:12 PM,but continued unsafe behavior.,Intervention: Physical Intervention (minutes),,,
5755,,,T.O -,,,,
5756,,,Restraint - Supine and Escort,,,,
5757,,,"threw pens, paper, and books, at staff and students.",threw,,,
5758,,,"laptop on the ground multiple times & then  jumped on it, breaking",,,,
5759,,,"the laptop.   hit staff and was then escorted to T.O.  In T.O.,",hit,,,
5760,,,,"staff multiple times and was put into supine.  She was let out of hold,",,,
5761,2020-2021,3/4/21 1:12 PM,but continued unsafe behavior.,,Intervention: Time Out (minutes),,
5762,,,did not want to do her math so she ran out of the classroom and,,,,
5763,,,went to a caling room. She was very unsafe and aggressive towards,,,,
5764,,,staff. She wrote all over the walls with permanent marker. She went,,,,
5765,,,,back into the classroom where she yelled at screamed at anyone who,,,
5766,2020-2021,3/10/21 12:00 PM,tried to enter until dismissal.,,Intervention: Time Out (minutes),,
5767,,,Time out:,,,,
5768,,,"Restraints: Small child, 3 person supine",,,,
5769,,,"became upset in math, swore at other students and threw",,,,
5770,,,pens/papers then ran out of the room and became physically,,,,
5771,,,,"aggressive with staff. She was put into small child, support was called,",,,
5772,,,,she went to time out where she continued to be physically aggressive,,,
5773,2020-2021,3/24/21 1:00 PM,with staff and was put into supine until calm,,Intervention: Physical Intervention (minutes),,
5774,,,Time out:,,,,
5775,,,"Restraints: Small child, 3 person supine",,,,
5776,,,"became upset in math, swore at other students and threw",,,,
5777,,,pens/papers then ran out of the room and became physically,,,,
5778,,,,"aggressive with staff. She was put into small child, support was called,",,,
5779,,,,she went to time out where she continued to be physically aggressive,,,
5780,2020-2021,3/24/21 1:00 PM,with staff and was put into supine until calm,,Intervention: Time Out (minutes),,
5781,,,eloped from the calming room and ran outside. She was,,,,
5782,,,"unsafe, climbing walls and hitting staff with sticks. She was escorted",,,,
5783,,,back to a calming room and placed in a hold until she could calm,,,,
5784,2020-2021,3/24/21 1:30 PM,down.,Intervention: Physical Intervention (minutes),,,
5785,,,"was being unsafe and aggressive towards staff, she was held",,,,
5786,2020-2021,3/25/21 1:00 PM,in a small child to calm down.,Intervention: Physical Intervention (minutes),,,
5787,,,Time Out:,,,,
5788,,,Physical Interven(cid:415)on:,,,,
5789,,,"Escort, 3 person Supine",,,,
5790,,,T did not want to do math,,,,
5791,,,"-knocked over desks, chairs",,,,
5792,,,-knocked over white board table,,,,
5793,,,-tore up other student's papers,,,,
5794,,,"-threw pens, markers, books, math manipula(cid:415)ves at staﬀ",,,,
5795,,,-became aggressive towards staﬀ and was escorted to TO,,,,
5796,,,"-con(cid:415)nually was aggressive towards staﬀ, hi(cid:427)ng, kicking, & grabbing",,,,
5797,2020-2021,3/25/21 2:24 PM,-was put into supine,Intervention: Physical Intervention (minutes),,,
5798,,,Time Out:,,,,
5799,,,Physical Interven(cid:415)on:,,,,
5800,,,"Escort, 3 person Supine",,,,
5801,,,did not want to do math,,,,
5802,,,"-knocked over desks, chairs",,,,
5803,,,-knocked over white board table,,,,
5804,,,-tore up other student's papers,,,,
5805,,,"-threw pens, markers, books, math manipula(cid:415)ves at staﬀ",,,,
5806,,,-became aggressive towards staﬀ and was escorted to TO,,,,
5807,,,"-con(cid:415)nually was aggressive towards staﬀ, hi(cid:427)ng, kicking, & grabbing",,,,
5808,2020-2021,3/25/21 2:24 PM,-was put into supine,Intervention: Time Out (minutes),,,
5809,,,Time out:,,,,
5810,,,"Escort, small child restraint",,,,
5811,,,-,le(cid:332) class & went into calming room,,,
5812,,,-became physical with staﬀ,,,,
5813,,,,"-ran out of TO room and ran around school, went to ﬁsh bowl",,,
5814,,,-hit and kicked staﬀ mul(cid:415)ple (cid:415)mes,,,,
5815,,,,-was escorted to TO & con(cid:415)nued hi(cid:427)ng/kicking staﬀ,,,
5816,,,-put into small child un(cid:415)l calmed,,,,
5817,,,-she agreed to do work,,,,
5818,,,,"-once support left, she became physical with staff again, hitting,",,,
5819,,,kicking and pulling staﬀ's hair,,,,
5820,2020-2021,4/6/21 6:42 AM,,returned to class once she completed some work,Intervention: Physical Intervention (minutes),,
5821,,,Time out:,,,,
5822,,,"Escort, small child restraint",,,,
5823,,,-,le(cid:332) class & went into calming room,,,
5824,,,-became physical with staﬀ,,,,
5825,,,,"-ran out of TO room and ran around school, went to ﬁsh bowl",,,
5826,,,-hit and kicked staﬀ mul(cid:415)ple (cid:415)mes,,,,
5827,,,,-was escorted to TO & con(cid:415)nued hi(cid:427)ng/kicking staﬀ,,,
5828,,,-put into small child un(cid:415)l calmed,,,,
5829,,,-she agreed to do work,,,,
5830,,,,"-once support left, she became physical with staff again, hitting,",,,
5831,,,kicking and pulling staﬀ's hair,,,,
5832,2020-2021,4/6/21 6:42 AM,-,returned to class once she completed some work,Intervention: Time Out (minutes),,
5833,,,Time out,,,,
5834,,,Restraint: small child,,,,
5835,,,"did not want to do iReady, she ran out of the classroom, yelled at",,,,
5836,,,"staff and hit staff. Se threw her laptop on the ground, ran from staff",,,,
5837,,,"again. She became physical, hitting and kicking staff, was escorted to",,,,
5838,,,"T.O.  She continued being physically aggressive towards staff, put into",,,,
5839,,,"small child hold.  She calmed, completed her make up work, and",,,,
5840,2020-2021,4/12/21 11:14 AM,returned to class.,Intervention: Physical Intervention (minutes),,,
